,Accounting___Auditing,Acting___Theater,Advertising___Marketing,Agricultural_Equipment,Agriculture___Forestry,Agrochemicals,Alcoholic_Beverages,Animal_Products___Services,Apartments___Residential_Rentals,Apparel,Aquaculture,Architecture,Auto_Financing,Autos___Vehicles,Aviation,Boats___Watercraft,Book_Retailers,Building_Materials___Supplies,Business___Industrial,Business_News,Business_Operations,Business_Services,CAD___CAM,Car_Electronics,Car_Rental___Taxi_Services,Carpooling___Ridesharing,Chemicals_Industry,Civil_Engineering,Coatings___Adhesives,College_Financing,Commercial_Lending,Commercial_Vehicles,Computer_Hardware,Computer_Security,Computer_Servers,Computers___Electronics,Construction___Maintenance,Construction_Consulting___Contracting,Consulting,Consumer_Electronics,Corporate_Events,Credit___Lending,Cruises___Charters,Customer_Relationship_Management__CRM_,Data_Management,Developer_Jobs,Development_Tools,Distribution___Logistics,Doctors__Offices,Dyes___Pigments,Economy_News,Education,Emergency_Services,Energy___Utilities,Enterprise_Resource_Planning__ERP_,Enterprise_Technology,Entertainment_Industry,Entertainment_Media,Events___Listings,Fashion___Style,Fast_Food,Finance,Financial_Planning,Fire___Security_Services,Fitness,Flooring,Food___Drink,Food_Production,Footwear,Forestry,Freight___Trucking,Fuel_Economy___Gas_Prices,Gifts___Special_Event_Items,Government,GPS___Navigation,Grocery___Food_Retailers,Health,Health_Insurance,Home___Garden,Home_Appliances,Home_Financing,Home_Furnishings,Home_Improvement,Hospitals___Treatment_Centers,Hotels___Accommodations,Import___Export,Industrial_Materials___Equipment,Insurance,Internet___Telecom,Investing,Job_Listings,Jobs,Legal_Services,Luggage___Travel_Accessories,Luxury_Goods,Mail___Package_Delivery,Manufacturing,Maritime_Transport,Mass_Merchants___Department_Stores,Medical_Facilities___Services,Mental_Health,Newspapers,Office_Supplies,Outsourcing,Performing_Arts,Pharmaceuticals___Biotech,Pharmacy,Politics,Printing___Publishing,Professional___Trade_Associations,Programming,Rail_Transport,Real_Estate,Real_Estate_Agencies,Recruitment___Staffing,Restaurants,Resumes___Portfolios,Retail_Trade,Shopping,Social_Services,Spas___Beauty_Services,Sports,Swimming_Pools___Spas,Textiles___Nonwovens,Timeshares___Vacation_Properties,Tobacco_Products,Tourist_Destinations,Transportation___Logistics,Travel,Travel_Agencies___Services,Trucks___SUVs,Unwanted_Body___Facial_Hair_Removal,Vehicle_Brands,Vehicle_Licensing___Registration,Vehicle_Shopping,Veterinarians,Web_Hosting___Domain_Registration,Weddings,Welfare___Unemployment,World_News,Affordable_housing,Bank,Bankruptcy,Birthday,Commercial_Building,Crisis,Economic_crisis,Exportation,Financial_crisis,Foreclosure,Housing_bubble,House_moving,House_price_index,Interest,Investment,Job,Job_search,Loan,Luggage,Mortgage,Office_space,Private_employment_agency,Public_debt,Lawyer,Student_loan,Temporary_jobs,Unemployment,Unemployment_benefits,Recession,Recruitment
2015-03-08,23.0,37.0,36.0,21.0,23.0,44.0,19.0,27.0,30.0,36.0,23.0,46.0,32.0,38.0,26.0,60.0,3.0,32.0,61.0,41.0,61.0,45.0,63.0,31.0,30.0,34.0,39.0,34.0,22.0,26.0,39.0,18.0,57.0,53.0,58.0,60.0,40.0,32.0,64.0,36.0,35.0,35.0,23.0,45.0,70.0,74.0,56.0,45.0,25.0,40.0,25.0,30.0,34.0,43.0,46.0,66.0,24.0,20.0,27.0,53.0,45.0,43.0,41.0,35.0,27.0,21.0,41.0,38.0,33.0,26.0,37.0,13.0,30.0,49.0,28.0,32.0,39.0,48.0,34.0,21.0,38.0,28.0,28.0,33.0,35.0,48.0,38.0,48.0,73.0,32.0,24.0,33.0,15.0,31.0,28.0,46.0,50.0,39.0,35.0,35.0,37.0,47.0,28.0,17.0,39.0,58.0,31.0,2.0,43.0,9.0,75.0,75.0,44.0,35.0,0.0,33.0,55.0,73.0,38.0,20.0,29.0,23.0,23.0,38.0,26.0,11.0,34.0,67.0,37.0,34.0,48.0,2.0,26.0,20.0,47.0,22.0,66.0,37.0,27.0,7.0,0.0,45.0,0.0,45.0,0.0,,0.0,82.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,71.0,,41.0,36.0,,,0.0,0.0,22.0,0.0,0.0,39.0,,0.0,57.0
2015-03-15,22.0,37.0,37.0,22.0,23.0,52.0,19.0,27.0,29.0,36.0,23.0,48.0,31.0,42.0,35.0,80.0,3.0,34.0,63.0,40.0,59.0,47.0,60.0,33.0,29.0,36.0,38.0,34.0,21.0,29.0,37.0,18.0,54.0,50.0,61.0,58.0,41.0,32.0,64.0,36.0,34.0,34.0,25.0,42.0,69.0,70.0,58.0,44.0,25.0,40.0,24.0,30.0,34.0,39.0,53.0,66.0,26.0,20.0,31.0,55.0,39.0,42.0,37.0,34.0,28.0,21.0,39.0,41.0,34.0,27.0,39.0,13.0,39.0,49.0,28.0,33.0,37.0,44.0,35.0,23.0,36.0,29.0,30.0,34.0,36.0,49.0,38.0,48.0,74.0,35.0,24.0,34.0,15.0,32.0,27.0,44.0,50.0,37.0,37.0,32.0,36.0,47.0,29.0,18.0,39.0,62.0,30.0,2.0,43.0,10.0,74.0,66.0,43.0,28.0,0.0,32.0,54.0,78.0,39.0,21.0,31.0,27.0,24.0,39.0,22.0,11.0,33.0,62.0,39.0,36.0,52.0,2.0,27.0,21.0,49.0,22.0,65.0,40.0,28.0,8.0,0.0,45.0,0.0,45.0,0.0,,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,,0.0,24.0,,,0.0,0.0,28.0,0.0,0.0,27.0,,0.0,100.0
2015-03-22,25.0,37.0,36.0,23.0,23.0,45.0,20.0,27.0,31.0,36.0,21.0,47.0,32.0,39.0,30.0,71.0,3.0,45.0,63.0,38.0,53.0,46.0,67.0,34.0,30.0,41.0,38.0,35.0,21.0,30.0,39.0,19.0,59.0,52.0,61.0,59.0,48.0,34.0,66.0,36.0,34.0,33.0,24.0,41.0,73.0,74.0,59.0,46.0,24.0,36.0,28.0,29.0,32.0,39.0,47.0,66.0,25.0,21.0,36.0,53.0,41.0,43.0,34.0,36.0,28.0,21.0,39.0,41.0,35.0,26.0,38.0,13.0,31.0,48.0,31.0,33.0,39.0,45.0,37.0,24.0,34.0,29.0,34.0,33.0,37.0,48.0,37.0,47.0,75.0,32.0,23.0,31.0,15.0,31.0,26.0,49.0,51.0,38.0,37.0,33.0,37.0,48.0,28.0,17.0,39.0,57.0,31.0,2.0,42.0,10.0,73.0,65.0,41.0,31.0,0.0,31.0,55.0,79.0,38.0,20.0,31.0,23.0,24.0,38.0,23.0,11.0,35.0,59.0,40.0,39.0,48.0,2.0,26.0,20.0,47.0,21.0,67.0,41.0,27.0,7.0,0.0,66.0,0.0,48.0,0.0,,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,,56.0,40.0,,,0.0,0.0,19.0,0.0,0.0,32.0,,0.0,83.0
2015-03-29,26.0,37.0,37.0,24.0,23.0,45.0,21.0,26.0,31.0,38.0,23.0,47.0,31.0,42.0,28.0,59.0,3.0,43.0,63.0,35.0,54.0,47.0,62.0,32.0,34.0,44.0,37.0,37.0,22.0,30.0,41.0,20.0,59.0,51.0,69.0,60.0,47.0,33.0,68.0,37.0,36.0,36.0,27.0,41.0,72.0,73.0,59.0,45.0,27.0,37.0,26.0,29.0,29.0,39.0,51.0,62.0,26.0,23.0,46.0,55.0,46.0,45.0,41.0,34.0,28.0,25.0,39.0,38.0,34.0,26.0,39.0,16.0,32.0,46.0,29.0,32.0,38.0,43.0,35.0,24.0,34.0,30.0,30.0,32.0,38.0,55.0,35.0,42.0,75.0,28.0,23.0,33.0,13.0,35.0,27.0,41.0,51.0,37.0,40.0,33.0,39.0,45.0,30.0,19.0,43.0,56.0,31.0,2.0,42.0,11.0,71.0,78.0,42.0,35.0,0.0,34.0,53.0,81.0,41.0,20.0,34.0,11.0,29.0,41.0,24.0,12.0,39.0,66.0,42.0,44.0,50.0,2.0,26.0,19.0,49.0,21.0,66.0,43.0,30.0,7.0,0.0,56.0,0.0,43.0,0.0,,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,,0.0,52.0,,,0.0,0.0,21.0,0.0,0.0,31.0,,0.0,92.0
2015-04-05,20.0,40.0,38.0,22.0,25.0,45.0,22.0,27.0,32.0,39.0,23.0,46.0,35.0,39.0,30.0,80.0,3.0,40.0,65.0,41.0,54.0,48.0,62.0,32.0,33.0,45.0,39.0,37.0,23.0,32.0,42.0,19.0,59.0,53.0,65.0,60.0,49.0,33.0,69.0,38.0,37.0,38.0,26.0,43.0,76.0,79.0,61.0,53.0,29.0,40.0,27.0,29.0,31.0,41.0,54.0,66.0,27.0,21.0,47.0,52.0,43.0,45.0,53.0,37.0,29.0,24.0,39.0,42.0,33.0,27.0,37.0,12.0,31.0,49.0,29.0,34.0,40.0,42.0,36.0,23.0,46.0,28.0,30.0,35.0,36.0,53.0,37.0,42.0,74.0,34.0,23.0,33.0,15.0,40.0,29.0,44.0,56.0,40.0,40.0,35.0,37.0,46.0,29.0,18.0,44.0,60.0,32.0,2.0,41.0,13.0,73.0,73.0,43.0,41.0,0.0,32.0,56.0,80.0,39.0,20.0,36.0,13.0,34.0,44.0,24.0,11.0,37.0,63.0,43.0,36.0,49.0,4.0,26.0,21.0,46.0,22.0,68.0,43.0,30.0,5.0,0.0,59.0,0.0,43.0,0.0,,0.0,59.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,61.0,,0.0,38.0,,,0.0,0.0,32.0,0.0,0.0,33.0,,0.0,54.0
2015-04-12,21.0,39.0,36.0,22.0,23.0,45.0,22.0,26.0,29.0,40.0,23.0,46.0,32.0,39.0,29.0,75.0,3.0,35.0,63.0,38.0,56.0,47.0,61.0,30.0,35.0,41.0,37.0,33.0,21.0,28.0,41.0,19.0,56.0,51.0,66.0,59.0,41.0,31.0,64.0,35.0,39.0,34.0,26.0,42.0,72.0,71.0,57.0,84.0,26.0,38.0,24.0,29.0,31.0,39.0,45.0,62.0,25.0,20.0,40.0,50.0,49.0,38.0,42.0,33.0,27.0,25.0,40.0,38.0,35.0,26.0,35.0,13.0,34.0,45.0,26.0,33.0,36.0,39.0,36.0,21.0,39.0,27.0,27.0,31.0,37.0,49.0,38.0,38.0,75.0,31.0,23.0,30.0,14.0,35.0,26.0,41.0,50.0,37.0,38.0,34.0,36.0,44.0,29.0,18.0,43.0,57.0,31.0,2.0,40.0,13.0,71.0,68.0,41.0,31.0,0.0,36.0,53.0,82.0,39.0,20.0,34.0,15.0,34.0,41.0,24.0,12.0,37.0,63.0,41.0,38.0,48.0,3.0,26.0,19.0,45.0,21.0,64.0,43.0,32.0,6.0,0.0,67.0,0.0,42.0,0.0,,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,,0.0,28.0,,,0.0,0.0,17.0,0.0,0.0,0.0,,0.0,71.0
2015-04-19,22.0,38.0,34.0,20.0,24.0,43.0,21.0,26.0,31.0,39.0,23.0,43.0,32.0,37.0,28.0,72.0,3.0,46.0,62.0,39.0,59.0,45.0,58.0,30.0,37.0,43.0,38.0,35.0,21.0,26.0,39.0,20.0,57.0,51.0,72.0,57.0,48.0,33.0,64.0,35.0,35.0,32.0,27.0,41.0,68.0,70.0,55.0,61.0,26.0,40.0,25.0,32.0,33.0,38.0,46.0,61.0,24.0,19.0,41.0,49.0,40.0,40.0,42.0,31.0,26.0,22.0,39.0,45.0,33.0,27.0,41.0,11.0,30.0,46.0,28.0,37.0,38.0,43.0,35.0,25.0,38.0,29.0,32.0,30.0,38.0,49.0,36.0,38.0,70.0,32.0,22.0,31.0,13.0,34.0,26.0,42.0,51.0,37.0,37.0,33.0,36.0,46.0,27.0,17.0,42.0,58.0,31.0,2.0,39.0,19.0,67.0,71.0,41.0,31.0,0.0,33.0,51.0,81.0,39.0,19.0,32.0,15.0,32.0,42.0,24.0,11.0,36.0,62.0,41.0,33.0,47.0,3.0,25.0,19.0,45.0,22.0,63.0,42.0,28.0,8.0,0.0,62.0,0.0,43.0,0.0,,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,,52.0,40.0,,,0.0,0.0,33.0,0.0,0.0,35.0,,0.0,70.0
2015-04-26,20.0,38.0,35.0,21.0,25.0,45.0,20.0,28.0,31.0,36.0,23.0,41.0,30.0,38.0,26.0,59.0,2.0,42.0,65.0,36.0,59.0,46.0,55.0,31.0,41.0,39.0,36.0,33.0,20.0,27.0,37.0,20.0,57.0,46.0,78.0,56.0,42.0,30.0,63.0,36.0,32.0,35.0,26.0,39.0,63.0,68.0,53.0,76.0,24.0,36.0,25.0,33.0,36.0,37.0,40.0,61.0,25.0,19.0,45.0,49.0,42.0,42.0,39.0,30.0,27.0,27.0,38.0,48.0,33.0,29.0,38.0,15.0,31.0,46.0,29.0,35.0,37.0,40.0,34.0,23.0,36.0,28.0,28.0,29.0,39.0,47.0,36.0,36.0,72.0,28.0,24.0,31.0,13.0,36.0,25.0,40.0,53.0,36.0,37.0,31.0,33.0,50.0,29.0,18.0,43.0,54.0,30.0,2.0,40.0,18.0,67.0,79.0,39.0,29.0,0.0,33.0,51.0,81.0,40.0,20.0,35.0,13.0,31.0,40.0,25.0,11.0,41.0,69.0,44.0,37.0,46.0,3.0,25.0,19.0,46.0,21.0,60.0,42.0,25.0,7.0,0.0,56.0,0.0,45.0,0.0,,0.0,70.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,68.0,,36.0,39.0,,,0.0,0.0,24.0,0.0,0.0,0.0,,0.0,70.0
2015-05-03,20.0,38.0,35.0,22.0,25.0,40.0,21.0,26.0,31.0,38.0,23.0,44.0,32.0,38.0,26.0,60.0,2.0,42.0,64.0,40.0,52.0,46.0,59.0,31.0,38.0,48.0,37.0,35.0,20.0,29.0,40.0,19.0,60.0,46.0,78.0,57.0,45.0,30.0,62.0,36.0,34.0,36.0,26.0,42.0,68.0,70.0,54.0,58.0,26.0,35.0,25.0,36.0,31.0,37.0,43.0,64.0,24.0,22.0,40.0,52.0,42.0,43.0,42.0,33.0,26.0,30.0,38.0,49.0,32.0,29.0,37.0,11.0,39.0,46.0,28.0,35.0,38.0,38.0,35.0,25.0,35.0,27.0,30.0,30.0,41.0,45.0,34.0,39.0,73.0,30.0,25.0,34.0,17.0,34.0,25.0,45.0,52.0,37.0,37.0,32.0,34.0,44.0,29.0,18.0,43.0,55.0,30.0,2.0,43.0,18.0,65.0,78.0,40.0,31.0,0.0,33.0,53.0,81.0,42.0,21.0,33.0,14.0,38.0,41.0,26.0,11.0,37.0,69.0,44.0,37.0,47.0,3.0,25.0,20.0,45.0,23.0,62.0,42.0,28.0,6.0,0.0,52.0,0.0,47.0,0.0,,0.0,78.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,71.0,,35.0,0.0,,,0.0,0.0,28.0,0.0,0.0,40.0,,0.0,59.0
2015-05-10,20.0,39.0,40.0,23.0,26.0,46.0,22.0,27.0,33.0,36.0,23.0,44.0,34.0,41.0,28.0,49.0,3.0,40.0,67.0,42.0,54.0,47.0,64.0,31.0,37.0,40.0,39.0,34.0,22.0,31.0,40.0,20.0,59.0,50.0,76.0,58.0,43.0,32.0,70.0,37.0,35.0,33.0,25.0,46.0,71.0,77.0,55.0,53.0,27.0,40.0,27.0,42.0,34.0,38.0,45.0,67.0,25.0,20.0,43.0,52.0,51.0,42.0,48.0,34.0,27.0,29.0,38.0,49.0,33.0,29.0,40.0,16.0,41.0,49.0,29.0,37.0,41.0,39.0,37.0,25.0,35.0,29.0,29.0,34.0,42.0,52.0,36.0,38.0,72.0,30.0,26.0,35.0,15.0,33.0,25.0,45.0,53.0,40.0,38.0,35.0,38.0,51.0,29.0,19.0,45.0,56.0,32.0,2.0,40.0,18.0,68.0,75.0,42.0,34.0,0.0,36.0,56.0,70.0,41.0,23.0,34.0,14.0,38.0,44.0,25.0,11.0,40.0,67.0,47.0,38.0,48.0,4.0,27.0,20.0,46.0,23.0,65.0,42.0,29.0,6.0,0.0,56.0,0.0,49.0,0.0,,0.0,64.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,77.0,,0.0,34.0,,,0.0,0.0,32.0,0.0,0.0,0.0,,0.0,66.0
2015-05-17,21.0,38.0,41.0,23.0,26.0,45.0,21.0,27.0,34.0,37.0,22.0,45.0,34.0,43.0,27.0,50.0,3.0,42.0,66.0,41.0,52.0,53.0,60.0,31.0,37.0,40.0,39.0,33.0,20.0,33.0,45.0,23.0,59.0,52.0,75.0,59.0,48.0,36.0,69.0,36.0,40.0,35.0,27.0,45.0,66.0,77.0,56.0,55.0,27.0,38.0,26.0,55.0,35.0,41.0,46.0,64.0,25.0,21.0,41.0,55.0,44.0,41.0,43.0,35.0,27.0,33.0,42.0,51.0,32.0,31.0,41.0,13.0,30.0,47.0,28.0,36.0,39.0,40.0,37.0,25.0,35.0,28.0,32.0,34.0,43.0,49.0,35.0,36.0,70.0,29.0,26.0,36.0,14.0,36.0,26.0,45.0,52.0,40.0,39.0,35.0,36.0,47.0,28.0,19.0,45.0,58.0,31.0,2.0,38.0,16.0,68.0,82.0,42.0,32.0,0.0,35.0,60.0,60.0,42.0,23.0,35.0,12.0,35.0,41.0,27.0,11.0,44.0,70.0,48.0,41.0,47.0,3.0,27.0,21.0,47.0,26.0,62.0,42.0,32.0,6.0,0.0,62.0,0.0,45.0,0.0,,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,,0.0,28.0,,,0.0,0.0,26.0,0.0,0.0,51.0,,0.0,62.0
2015-05-24,20.0,37.0,36.0,24.0,25.0,45.0,22.0,27.0,35.0,34.0,22.0,44.0,31.0,43.0,28.0,48.0,3.0,42.0,56.0,41.0,51.0,47.0,60.0,31.0,38.0,47.0,37.0,32.0,20.0,39.0,39.0,23.0,55.0,47.0,78.0,57.0,48.0,30.0,64.0,36.0,35.0,36.0,26.0,41.0,66.0,74.0,55.0,56.0,24.0,34.0,27.0,59.0,31.0,37.0,44.0,62.0,27.0,21.0,44.0,50.0,44.0,39.0,40.0,33.0,26.0,33.0,41.0,48.0,32.0,33.0,41.0,11.0,29.0,44.0,28.0,34.0,37.0,36.0,36.0,24.0,35.0,28.0,31.0,33.0,41.0,48.0,32.0,36.0,73.0,27.0,24.0,35.0,14.0,36.0,27.0,44.0,51.0,39.0,37.0,33.0,43.0,45.0,28.0,18.0,45.0,56.0,30.0,2.0,38.0,12.0,66.0,81.0,42.0,33.0,0.0,34.0,63.0,61.0,39.0,24.0,36.0,9.0,33.0,42.0,25.0,12.0,40.0,70.0,45.0,38.0,48.0,3.0,28.0,19.0,46.0,25.0,62.0,41.0,28.0,6.0,0.0,61.0,0.0,47.0,0.0,,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,,0.0,35.0,,,0.0,0.0,21.0,0.0,0.0,0.0,,0.0,78.0
2015-05-31,22.0,38.0,37.0,24.0,27.0,48.0,21.0,27.0,36.0,36.0,27.0,44.0,34.0,42.0,27.0,47.0,3.0,35.0,66.0,41.0,52.0,48.0,57.0,32.0,38.0,43.0,38.0,32.0,22.0,41.0,37.0,24.0,55.0,49.0,74.0,57.0,42.0,33.0,68.0,36.0,34.0,37.0,29.0,43.0,70.0,79.0,57.0,53.0,25.0,35.0,28.0,45.0,34.0,39.0,44.0,63.0,25.0,21.0,42.0,51.0,44.0,41.0,41.0,32.0,29.0,25.0,42.0,52.0,34.0,33.0,41.0,14.0,30.0,45.0,28.0,37.0,39.0,38.0,35.0,23.0,39.0,29.0,26.0,32.0,41.0,47.0,32.0,38.0,68.0,30.0,25.0,36.0,13.0,38.0,26.0,48.0,50.0,44.0,40.0,34.0,35.0,46.0,30.0,19.0,42.0,58.0,31.0,2.0,40.0,18.0,68.0,79.0,43.0,31.0,0.0,34.0,63.0,61.0,40.0,25.0,33.0,8.0,31.0,44.0,25.0,12.0,41.0,70.0,50.0,38.0,53.0,2.0,27.0,21.0,49.0,23.0,62.0,41.0,29.0,6.0,0.0,64.0,0.0,47.0,0.0,,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,,0.0,23.0,,,0.0,0.0,27.0,0.0,0.0,33.0,,0.0,48.0
2015-06-07,21.0,36.0,37.0,25.0,27.0,46.0,22.0,26.0,33.0,36.0,22.0,44.0,31.0,42.0,29.0,50.0,3.0,34.0,63.0,38.0,52.0,47.0,54.0,31.0,38.0,35.0,37.0,30.0,22.0,40.0,36.0,23.0,54.0,49.0,68.0,56.0,41.0,32.0,71.0,34.0,33.0,35.0,28.0,45.0,70.0,79.0,56.0,54.0,25.0,35.0,27.0,44.0,35.0,39.0,44.0,64.0,26.0,20.0,46.0,50.0,47.0,42.0,42.0,35.0,31.0,23.0,42.0,50.0,33.0,30.0,40.0,12.0,30.0,47.0,26.0,38.0,40.0,39.0,34.0,24.0,37.0,28.0,26.0,33.0,41.0,45.0,34.0,38.0,70.0,29.0,25.0,35.0,14.0,39.0,26.0,45.0,50.0,42.0,38.0,34.0,34.0,46.0,28.0,19.0,42.0,59.0,29.0,2.0,39.0,17.0,67.0,74.0,44.0,30.0,0.0,35.0,62.0,61.0,39.0,25.0,35.0,10.0,29.0,46.0,26.0,11.0,43.0,69.0,47.0,37.0,48.0,2.0,27.0,21.0,48.0,23.0,66.0,40.0,28.0,7.0,0.0,55.0,0.0,47.0,0.0,,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,,35.0,26.0,,,0.0,0.0,19.0,0.0,0.0,0.0,,0.0,73.0
2015-06-14,23.0,39.0,40.0,26.0,27.0,48.0,21.0,27.0,34.0,36.0,22.0,52.0,31.0,43.0,31.0,55.0,2.0,34.0,64.0,39.0,53.0,48.0,62.0,31.0,34.0,51.0,37.0,31.0,22.0,39.0,36.0,21.0,61.0,49.0,65.0,58.0,40.0,33.0,70.0,36.0,34.0,33.0,29.0,42.0,68.0,82.0,58.0,52.0,25.0,35.0,26.0,41.0,38.0,42.0,46.0,66.0,26.0,20.0,48.0,54.0,43.0,41.0,42.0,38.0,42.0,21.0,40.0,47.0,34.0,35.0,40.0,14.0,34.0,48.0,28.0,40.0,38.0,40.0,35.0,23.0,39.0,30.0,24.0,34.0,41.0,49.0,34.0,37.0,75.0,27.0,27.0,38.0,13.0,43.0,26.0,44.0,50.0,40.0,38.0,33.0,36.0,47.0,29.0,18.0,44.0,59.0,31.0,2.0,40.0,17.0,70.0,70.0,43.0,31.0,0.0,34.0,63.0,63.0,39.0,26.0,33.0,10.0,29.0,45.0,25.0,12.0,41.0,65.0,45.0,35.0,47.0,2.0,27.0,22.0,52.0,25.0,67.0,39.0,28.0,6.0,0.0,71.0,0.0,47.0,0.0,,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,,58.0,47.0,,,0.0,0.0,9.0,0.0,0.0,0.0,,0.0,67.0
2015-06-21,26.0,45.0,40.0,28.0,32.0,50.0,25.0,31.0,38.0,42.0,26.0,55.0,41.0,47.0,33.0,63.0,3.0,36.0,74.0,40.0,61.0,53.0,66.0,34.0,33.0,48.0,43.0,33.0,24.0,47.0,37.0,27.0,72.0,56.0,70.0,64.0,45.0,42.0,75.0,42.0,39.0,37.0,30.0,45.0,77.0,84.0,64.0,57.0,30.0,41.0,32.0,47.0,51.0,48.0,49.0,71.0,31.0,25.0,50.0,59.0,52.0,44.0,50.0,44.0,50.0,24.0,47.0,51.0,37.0,37.0,46.0,13.0,43.0,53.0,30.0,45.0,45.0,49.0,39.0,27.0,37.0,33.0,26.0,35.0,45.0,48.0,39.0,42.0,77.0,33.0,32.0,43.0,16.0,48.0,31.0,50.0,57.0,45.0,44.0,37.0,43.0,51.0,31.0,21.0,52.0,63.0,38.0,3.0,45.0,15.0,75.0,66.0,48.0,35.0,0.0,38.0,68.0,65.0,45.0,30.0,37.0,11.0,35.0,51.0,28.0,14.0,44.0,66.0,48.0,40.0,53.0,2.0,30.0,24.0,55.0,27.0,76.0,41.0,29.0,8.0,0.0,50.0,0.0,50.0,0.0,,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,,39.0,40.0,,,0.0,0.0,14.0,0.0,100.0,0.0,,0.0,60.0
2015-06-28,30.0,52.0,45.0,30.0,36.0,56.0,30.0,35.0,45.0,47.0,29.0,61.0,45.0,55.0,36.0,70.0,4.0,38.0,86.0,51.0,67.0,60.0,79.0,38.0,37.0,56.0,50.0,44.0,27.0,59.0,49.0,29.0,77.0,62.0,81.0,69.0,48.0,50.0,88.0,48.0,42.0,45.0,32.0,48.0,84.0,98.0,64.0,62.0,43.0,46.0,46.0,52.0,49.0,52.0,57.0,76.0,35.0,27.0,55.0,66.0,51.0,54.0,56.0,51.0,42.0,26.0,54.0,55.0,43.0,46.0,53.0,16.0,41.0,62.0,32.0,51.0,50.0,54.0,43.0,29.0,46.0,36.0,30.0,39.0,50.0,57.0,42.0,50.0,90.0,35.0,36.0,50.0,19.0,73.0,33.0,56.0,66.0,48.0,49.0,45.0,49.0,57.0,38.0,24.0,62.0,71.0,39.0,3.0,52.0,17.0,83.0,81.0,56.0,44.0,0.0,40.0,75.0,77.0,50.0,37.0,43.0,11.0,39.0,56.0,33.0,18.0,50.0,80.0,52.0,46.0,59.0,2.0,35.0,28.0,64.0,31.0,85.0,43.0,37.0,9.0,0.0,41.0,0.0,48.0,0.0,,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,,33.0,31.0,,,0.0,0.0,26.0,0.0,0.0,0.0,,0.0,60.0
2015-07-05,31.0,53.0,48.0,30.0,37.0,59.0,29.0,34.0,43.0,47.0,29.0,62.0,44.0,60.0,37.0,84.0,4.0,42.0,89.0,50.0,74.0,61.0,78.0,39.0,37.0,50.0,50.0,40.0,30.0,58.0,43.0,31.0,73.0,65.0,84.0,72.0,51.0,47.0,87.0,48.0,44.0,44.0,33.0,52.0,83.0,96.0,71.0,67.0,38.0,49.0,46.0,51.0,46.0,52.0,65.0,77.0,40.0,28.0,76.0,69.0,49.0,54.0,63.0,56.0,43.0,30.0,54.0,54.0,47.0,42.0,49.0,15.0,40.0,61.0,33.0,49.0,52.0,52.0,45.0,28.0,43.0,37.0,30.0,42.0,50.0,59.0,42.0,52.0,92.0,41.0,36.0,48.0,19.0,65.0,34.0,56.0,66.0,49.0,51.0,46.0,48.0,56.0,40.0,23.0,63.0,74.0,41.0,3.0,55.0,23.0,88.0,81.0,53.0,39.0,0.0,40.0,75.0,76.0,55.0,36.0,48.0,14.0,54.0,57.0,34.0,16.0,50.0,76.0,53.0,43.0,56.0,2.0,37.0,28.0,66.0,32.0,81.0,52.0,35.0,8.0,0.0,75.0,0.0,44.0,0.0,,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,,48.0,32.0,,,0.0,0.0,27.0,0.0,0.0,0.0,,0.0,80.0
